811,Turbo Kid,"Action,Adventure,Comedy","In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.",François Simard,"Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",2015,93,6.7,19309,0.05,60
812,Mama,"Horror,Thriller",A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,Andrés Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",2013,100,6.2,142560,71.59,57
813,Orphan,"Horror,Mystery,Thriller",A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,Jaume Collet-Serra,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",2009,123,7,153448,41.57,42
814,To Rome with Love,"Comedy,Romance","The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",Woody Allen,"Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page",2012,112,6.3,72050,16.68,54
815,Fantastic Mr. Fox,"Animation,Adventure,Comedy",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Wes Anderson,"George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",2009,87,7.8,149779,21,83
816,Inside Man,"Crime,Drama,Mystery","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",2006,129,7.6,285441,88.5,76
817,I.T.,"Crime,Drama,Mystery","A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant.",John Moore,"Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal",2016,95,5.4,8755,N/A,27
818,127 Hours,"Adventure,Biography,Drama","An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Sean Bott",2010,94,7.6,294010,18.33,82
819,Annabelle,"Horror,Mystery,Thriller",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,John R. Leonetti,"Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola",2014,99,5.4,91106,84.26,37
820,Wolves at the Door,"Horror,Thriller","Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary »",John R. Leonetti,"Katie Cassidy, Elizabeth Henstridge, Adam Campbell, Miles Fisher",2016,73,4.6,564,N/A,63
821,Suite Française,"Drama,Romance,War","During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier.",Saul Dibb,"Michelle Williams, Kristin Scott Thomas, Margot Robbie,Eric Godon",2014,107,6.9,13711,N/A,N/A
822,The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery",A traveling theater company gives its audience much more than they were expecting.,Terry Gilliam,"Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield",2009,123,6.8,130153,7.69,65
823,G.I. Joe: The Rise of Cobra,"Action,Adventure,Sci-Fi","An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans,Adewale Akinnuoye-Agbaje",2009,118,5.8,180105,150.17,32
824,Christine,"Biography,Drama","The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",Antonio Campos,"Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia",2016,119,7,5855,0.3,72
825,Man Down,"Drama,Thriller","In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.",Dito Montiel,"Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara",2015,90,5.8,4779,N/A,27
826,Crawlspace,"Horror,Thriller",A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.,Phil Claydon,"Michael Vartan, Erin Moriarty, Nadine Velazquez,Ronnie Gene Blevins",2016,88,5.3,1427,N/A,25
827,Shut In,"Drama,Horror,Thriller","A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",Farren Blackburn,"Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt",2016,91,4.6,5715,6.88,N/A
828,The Warriors Gate,"Action,Adventure,Fantasy",A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.,Matthias Hoene,"Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory",2016,108,5.3,1391,N/A,77
829,Grindhouse,"Action,Horror,Thriller",Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,Robert Rodriguez,"Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell",2007,191,7.6,160350,25.03,N/A
830,Disaster Movie,Comedy,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.",Jason Friedberg,"Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter",2008,87,1.9,77207,14.17,15
831,Rocky Balboa,"Drama,Sport","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",Sylvester Stallone,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",2006,102,7.2,171356,70.27,63
832,Diary of a Wimpy Kid: Dog Days,"Comedy,Family","School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",David Bowers,"Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn",2012,94,6.4,16917,49,54
833,Jane Eyre,"Drama,Romance",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,Cary Joji Fukunaga,"Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot",2011,120,7.4,67464,11.23,76
834,Fool's Gold,"Action,Adventure,Comedy",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,Andy Tennant,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",2008,112,5.7,62719,70.22,29
835,The Dictator,Comedy,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",2012,83,6.4,225394,59.62,58
836,The Loft,"Mystery,Romance,Thriller","Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",2014,108,6.3,38804,5.98,24
837,Bacalaureat,"Crime,Drama",A film about compromises and the implications of the parent's role.,Cristian Mungiu,"Adrian Titieni, Maria-Victoria Dragus, Lia Bugnar,Malina Manovici",2016,128,7.5,5531,0.13,84
838,You Don't Mess with the Zohan,"Action,Comedy",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui,Nick Swardson",2008,113,5.5,163144,100.02,54
839,Exposed,"Crime,Drama,Mystery",A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.,Gee Malik Linton,"Ana de Armas, Keanu Reeves, Christopher McDonald, Mira Sorvino",2016,102,4.2,8409,N/A,23
840,Maudie,"Biography,Drama,Romance",An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,Aisling Walsh,"Ethan Hawke, Sally Hawkins, Kari Matchett, Zachary Bennett",2016,115,7.8,346,N/A,60
841,Horrible Bosses 2,"Comedy,Crime","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",Sean Anders,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",2014,108,6.3,125190,54.41,40
842,A Bigger Splash,"Drama,Thriller",The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.,Luca Guadagnino,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",2015,125,6.4,15232,1.98,74
843,Melancholia,Drama,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",2011,135,7.1,137117,3.03,80
844,The Princess and the Frog,"Animation,Adventure,Comedy","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",Ron Clements,"Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos",2009,97,7.1,95480,104.37,73
845,Unstoppable,"Action,Thriller","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",2010,98,6.8,157499,81.56,69
846,Flight,"Drama,Thriller","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",Robert Zemeckis,"Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",2012,138,7.3,276347,93.75,76
847,Home,"Animation,Adventure,Comedy","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",2015,94,6.7,77447,177.34,55
848,La migliore offerta,"Crime,Drama,Mystery","In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »",Giuseppe Tornatore,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Donald Sutherland",2013,131,7.8,77986,0.09,49
849,Mean Dreams,Thriller,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.",Nathan Morlando,"Sophie Nélisse, Josh Wiggins, Joe Cobden, Bill Paxton",2016,108,6.3,1066,N/A,64
850,42,"Biography,Drama,Sport",This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.,Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie",2013,128,7.5,69659,95,62
851,21,"Crime,Drama,Thriller","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",Robert Luketic,"Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",2008,123,6.8,198395,81.16,48
852,Begin Again,"Drama,Music",A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,John Carney,"Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",2013,104,7.4,111875,16.17,62
853,Out of the Furnace,"Crime,Drama,Thriller","When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.",Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",2013,116,6.8,88829,11.33,63
854,Vicky Cristina Barcelona,"Drama,Romance","Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",2008,96,7.1,208770,23.21,70
855,Kung Fu Panda,"Animation,Action,Adventure","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",Mark Osborne,"Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman",2008,92,7.6,329788,215.4,73
856,Barbershop: The Next Cut,"Comedy,Drama","As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",Malcolm D. Lee,"Ice Cube, Regina Hall, Anthony Anderson, Eve",2016,111,5.9,9993,54.01,67
857,Terminator Salvation,"Action,Adventure,Drama","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",McG,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",2009,115,6.6,297093,125.32,49
858,Freedom Writers,"Biography,Crime,Drama","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",Richard LaGravenese,"Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",2007,123,7.5,55648,36.58,64
859,The Hills Have Eyes,Horror,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",Alexandre Aja,"Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin",2006,107,6.4,136642,41.78,52
860,Changeling,"Biography,Drama,Mystery","A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",2008,141,7.8,206793,35.71,63
861,Remember Me,"Drama,Romance","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",Allen Coulter,"Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moisés Acevedo",2010,113,7.2,119376,19.06,40
862,Koe no katachi,"Animation,Drama,Romance","The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary »",Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kenshô Ono",2016,129,8.4,2421,N/A,80
863,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",2014,81,6.2,32310,66.95,54
864,Locke,Drama,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",2013,85,7.1,100890,1.36,81
865,The 9th Life of Louis Drax,"Mystery,Thriller",A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.,Alexandre Aja,"Jamie Dornan, Aiden Longworth, Sarah Gadon,Aaron Paul",2016,108,6.3,6175,N/A,41
866,Horns,"Drama,Fantasy,Horror","In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples.",Alexandre Aja,"Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson",2013,120,6.5,61060,0.16,46
867,Indignation,"Drama,Romance","In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.",James Schamus,"Logan Lerman, Sarah Gadon, Tijuana Ricks, Sue Dahlman",2016,110,6.9,7402,3.4,78
868,The Stanford Prison Experiment,"Biography,Drama,History",Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.,Kyle Patrick Alvarez,"Ezra Miller, Tye Sheridan, Billy Crudup, Olivia Thirlby",2015,122,6.9,20907,0.64,67
869,Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",David Bowers,"Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",2011,99,6.6,20194,52.69,51
870,Mission: Impossible III,"Action,Adventure,Thriller",Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .,J.J. Abrams,"Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman",2006,126,6.9,270429,133.38,66
871,En man som heter Ove,"Comedy,Drama","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",Hannes Holm,"Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll",2015,116,7.7,21569,3.36,70
872,Dragonball Evolution,"Action,Adventure,Fantasy","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",James Wong,"Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum",2009,85,2.7,59512,9.35,45
873,Red Dawn,"Action,Thriller",A group of teenagers look to save their town from an invasion of North Korean soldiers.,Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck",2012,93,5.4,64584,44.8,31
874,One Day,"Drama,Romance","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison",2011,107,7,113599,13.77,48
875,Life as We Know It,"Comedy,Drama,Romance",Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",2010,114,6.6,101301,53.36,39
876,28 Weeks Later,"Drama,Horror,Sci-Fi","Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.",Juan Carlos Fresnadillo,"Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau",2007,100,7,221858,28.64,78
877,Warm Bodies,"Comedy,Horror,Romance","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton",2013,98,6.9,193579,66.36,59
878,Blue Jasmine,Drama,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",2013,98,7.3,160592,33.4,78
879,G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi",The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki,Byung-hun Lee",2013,110,5.8,152145,122.51,41
880,Wrath of the Titans,"Action,Adventure,Fantasy","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",Jonathan Liebesman,"Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes",2012,99,5.8,159230,83.64,37
881,Shin Gojira,"Action,Adventure,Drama",Japan is plunged into chaos upon the appearance of a giant monster.,Hideaki Anno,"Hiroki Hasegawa, Yutaka Takenouchi,Satomi Ishihara, Ren Ôsugi",2016,120,6.9,8365,1.91,68
882,Saving Mr. Banks,"Biography,Comedy,Drama","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",2013,125,7.5,125693,83.3,65
883,Transcendence,"Drama,Mystery,Romance","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",Wally Pfister,"Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy",2014,119,6.3,184564,23.01,42
884,Rio,"Animation,Adventure,Comedy","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher",2011,96,6.9,173919,143.62,63
885,Equals,"Drama,Romance,Sci-Fi","In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",Drake Doremus,"Nicholas Hoult, Kristen Stewart, Vernetta Lopez,Scott Lawrence",2015,101,6.1,16361,0.03,43
886,Babel,Drama,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",Alejandro González Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Mohamed Akhzam",2006,143,7.5,253417,34.3,69
887,The Tree of Life,"Drama,Fantasy","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",2011,139,6.8,143517,13.3,85
888,The Lucky One,"Drama,Romance",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",2012,101,6.5,82874,60.44,39
889,Piranha 3D,"Comedy,Horror,Thriller","After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames",2010,88,5.5,75262,25,53
890,50/50,"Comedy,Drama,Romance","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",2011,100,7.7,281625,34.96,72
891,The Intent,"Crime,Drama","Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary »",Femi Oyeniran,"Dylan Duffus, Scorcher,Shone Romulus, Jade Asha",2016,104,3.5,202,N/A,59
892,This Is 40,"Comedy,Romance","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",Judd Apatow,"Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",2012,134,6.2,108156,67.52,N/A
893,Real Steel,"Action,Drama,Family","In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo,Anthony Mackie",2011,127,7.1,264480,85.46,56
894,Sex and the City,"Comedy,Drama,Romance",A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis",2008,145,5.5,102547,152.64,53
895,Rambo,"Action,Thriller,War","In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",Sylvester Stallone,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",2008,92,7.1,187077,42.72,46
896,Planet Terror,"Action,Comedy,Horror","After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",Robert Rodriguez,"Rose McGowan, Freddy Rodríguez, Josh Brolin,Marley Shelton",2007,105,7.1,174553,N/A,55
897,Concussion,"Biography,Drama,Sport","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",Peter Landesman,"Will Smith, Alec Baldwin, Albert Brooks, David Morse",2015,123,7.1,61274,34.53,N/A
898,The Fall,"Adventure,Comedy,Drama","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",Tarsem Singh,"Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek",2006,117,7.9,93036,2.28,64
899,The Ugly Truth,"Comedy,Romance",A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary »,Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",2009,96,6.5,172558,88.92,28
900,Bride Wars,"Comedy,Romance",Two best friends become rivals when they schedule their respective weddings on the same day.,Gary Winick,"Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",2009,89,5.5,83976,58.72,24
901,Sleeping with Other People,"Comedy,Drama,Romance","A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",Leslye Headland,"Jason Sudeikis, Alison Brie, Jordan Carlos,Margarita Levieva",2015,101,6.5,27730,0.81,64
902,Snakes on a Plane,"Action,Adventure,Crime","An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",David R. Ellis,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",2006,105,5.6,118905,34.01,58
903,What If,"Comedy,Romance","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",Michael Dowse,"Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver",2013,98,6.8,55243,3.45,59
904,How to Train Your Dragon 2,"Animation,Action,Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",2014,102,7.9,237565,177,76
905,RoboCop,"Action,Crime,Sci-Fi","In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish",2014,117,6.2,190833,58.61,52
906,In Dubious Battle,Drama,An activist gets caught up in the labor movement for farm workers in California during the 1930s.,James Franco,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",2016,110,6.2,1455,N/A,43
907,"Hello, My Name Is Doris","Comedy,Drama,Romance",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,Michael Showalter,"Sally Field, Max Greenfield, Tyne Daly, Wendi McLendon-Covey",2015,95,6.7,12361,14.44,63
908,Ocean's Thirteen,"Crime,Thriller","Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon,Michael Mantell",2007,122,6.9,269581,117.14,62
909,Slither,"Comedy,Horror,Sci-Fi","A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",James Gunn,"Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson",2006,95,6.5,64351,7.77,69
910,Contagion,"Drama,Thriller","Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.",Steven Soderbergh,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",2011,106,6.6,187004,75.64,70
